Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=0, g=0, h=0",,,,,,
145,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",382.8e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=0, g=0, h=900m",,,,,,
146,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",378.6e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=0, g=900m, h=0",,,,,,
147,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",375.2e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=0, g=900m, h=900m",,,,,,
148,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",371.3e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=900m, g=0, h=0",,,,,,
149,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",368.5e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=900m, g=0, h=900m",,,,,,
150,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",364.6e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=900m, g=900m, h=0",,,,,,
151,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",361.2e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=0, f=900m, g=900m, h=900m",,,,,,
152,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",357.3e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=0, g=0, h=0",,,,,,
153,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",355.1e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=0, g=0, h=900m",,,,,,
154,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",351.2e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=0, g=900m, h=0",,,,,,
155,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",347.8e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=0, g=900m, h=900m",,,,,,
156,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",343.9e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=900m, g=0, h=0",,,,,,
157,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",341.1e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=900m, g=0, h=900m",,,,,,
158,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",337.3e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=900m, g=900m, h=0",,,,,,
159,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",334e-3,,,
"Parameters: a=900m, b=0, c=0, d=900m, e=900m, f=900m, g=900m, h=900m",,,,,,
160,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",330.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=0, g=0, h=0",,,,,,
161,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",329.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=0, g=0, h=900m",,,,,,
162,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",325.1e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=0, g=900m, h=0",,,,,,
163,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",321.8e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=0, g=900m, h=900m",,,,,,
164,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",318e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=900m, g=0, h=0",,,,,,
165,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",315.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=900m, g=0, h=900m",,,,,,
166,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",311.4e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=900m, g=900m, h=0",,,,,,
167,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",308.1e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=0, f=900m, g=900m, h=900m",,,,,,
168,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",304.4e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=0, g=0, h=0",,,,,,
169,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",302.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=0, g=0, h=900m",,,,,,
170,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",298.4e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=0, g=900m, h=0",,,,,,
171,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",295.1e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=0, g=900m, h=900m",,,,,,
172,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",291.4e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=900m, g=0, h=0",,,,,,
173,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",288.6e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=900m, g=0, h=900m",,,,,,
174,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",284.9e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=900m, g=900m, h=0",,,,,,
175,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",281.7e-3,,,
"Parameters: a=900m, b=0, c=900m, d=0, e=900m, f=900m, g=900m, h=900m",,,,,,
176,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",278e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=0, g=0, h=0",,,,,,
177,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",276.3e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=0, g=0, h=900m",,,,,,
178,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",272.5e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=0, g=900m, h=0",,,,,,
179,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",269.3e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=0, g=900m, h=900m",,,,,,
180,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",265.6e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=900m, g=0, h=0",,,,,,
181,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",262.9e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=900m, g=0, h=900m",,,,,,
182,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",259.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=900m, g=900m, h=0",,,,,,
183,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",256e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=0, f=900m, g=900m, h=900m",,,,,,
184,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",252.4e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=0, g=0, h=0",,,,,,
185,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",250.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=0, g=0, h=900m",,,,,,
186,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",246.5e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=0, g=900m, h=0",,,,,,
187,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",243.3e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=0, g=900m, h=900m",,,,,,
188,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",239.7e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=900m, g=0, h=0",,,,,,
189,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",236.9e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=900m, g=0, h=900m",,,,,,
190,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",233.4e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=900m, g=900m, h=0",,,,,,
191,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",230.2e-3,,,
"Parameters: a=900m, b=0, c=900m, d=900m, e=900m, f=900m, g=900m, h=900m",,,,,,
192,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",226.5e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=0, g=0, h=0",,,,,,
193,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",225.7e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=0, g=0, h=900m",,,,,,
194,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",221.9e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=0, g=900m, h=0",,,,,,
195,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",218.7e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=0, g=900m, h=900m",,,,,,
196,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",215e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=900m, g=0, h=0",,,,,,
197,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",212.4e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=900m, g=0, h=900m",,,,,,
198,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",208.8e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=900m, g=900m, h=0",,,,,,
199,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",205.6e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=0, f=900m, g=900m, h=900m",,,,,,
200,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",202e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=0, g=0, h=0",,,,,,
201,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",199.9e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=0, g=0, h=900m",,,,,,
202,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",196.2e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=0, g=900m, h=0",,,,,,
203,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",193.1e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=0, g=900m, h=900m",,,,,,
204,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",189.4e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=900m, g=0, h=0",,,,,,
205,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",186.8e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=900m, g=0, h=900m",,,,,,
206,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",183.2e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=900m, g=900m, h=0",,,,,,
207,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",180.1e-3,,,
"Parameters: a=900m, b=900m, c=0, d=0, e=900m, f=900m, g=900m, h=900m",,,,,,
208,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",176.5e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=0, g=0, h=0",,,,,,
209,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",174.8e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=0, g=0, h=900m",,,,,,
210,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",171.2e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=0, g=900m, h=0",,,,,,
211,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",168.1e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=0, g=900m, h=900m",,,,,,
212,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",164.4e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=900m, g=0, h=0",,,,,,
213,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",161.8e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=900m, g=0, h=900m",,,,,,
214,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",158.2e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=900m, g=900m, h=0",,,,,,
215,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",155.1e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=0, f=900m, g=900m, h=900m",,,,,,
216,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",151.6e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=0, g=0, h=0",,,,,,
217,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",149.4e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=0, g=0, h=900m",,,,,,
218,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",145.8e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=0, g=900m, h=0",,,,,,
219,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",142.7e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=0, g=900m, h=900m",,,,,,
220,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",139.2e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=900m, g=0, h=0",,,,,,
221,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",136.5e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=900m, g=0, h=900m",,,,,,
222,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",133e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=900m, g=900m, h=0",,,,,,
223,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",130e-3,,,
"Parameters: a=900m, b=900m, c=0, d=900m, e=900m, f=900m, g=900m, h=900m",,,,,,
224,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",126.4e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=0, g=0, h=0",,,,,,
225,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",125.2e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=0, g=0, h=900m",,,,,,
226,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",121.5e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=0, g=900m, h=0",,,,,,
227,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",118.4e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=0, g=900m, h=900m",,,,,,
228,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",114.9e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=900m, g=0, h=0",,,,,,
229,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",112.3e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=900m, g=0, h=900m",,,,,,
230,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",108.8e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=900m, g=900m, h=0",,,,,,
231,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",105.7e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=0, f=900m, g=900m, h=900m",,,,,,
232,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",102.3e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=0, g=0, h=0",,,,,,
233,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",100.1e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=0, g=0, h=900m",,,,,,
234,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",96.59e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=0, g=900m, h=0",,,,,,
235,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",93.57e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=0, g=900m, h=900m",,,,,,
236,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",90.18e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=900m, g=0, h=0",,,,,,
237,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",87.56e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=900m, g=0, h=900m",,,,,,
238,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",84.2e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=900m, g=900m, h=0",,,,,,
239,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",81.22e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=0, e=900m, f=900m, g=900m, h=900m",,,,,,
240,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",77.79e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=0, g=0, h=0",,,,,,
241,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",76.1e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=0, g=0, h=900m",,,,,,
242,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",72.68e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=0, g=900m, h=0",,,,,,
243,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",69.76e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=0, g=900m, h=900m",,,,,,
244,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",66.49e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=900m, g=0, h=0",,,,,,
245,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",63.97e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=900m, g=0, h=900m",,,,,,
246,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",60.74e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=900m, g=900m, h=0",,,,,,
247,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",57.9e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=0, f=900m, g=900m, h=900m",,,,,,
248,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",54.63e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=0, g=0, h=0",,,,,,
249,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",52.63e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=0, g=0, h=900m",,,,,,
250,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",49.51e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=0, g=900m, h=0",,,,,,
251,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",46.78e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=0, g=900m, h=900m",,,,,,
252,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",43.64e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=900m, g=0, h=0",,,,,,
253,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",41.41e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=900m, g=0, h=900m",,,,,,
254,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",38.35e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=900m, g=900m, h=0",,,,,,
255,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",35.78e-3,,,
"Parameters: a=900m, b=900m, c=900m, d=900m, e=900m, f=900m, g=900m, h=900m",,,,,,
256,Charge_weighted:LCC_Simple:1,"value(VT(""/VO"") 1e-08)",32.82e-3,,,

